Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
TLDN,Teladan Prima Agro Tbk.,2022-04-12,12946530200.0,Utama,Consumer Non-Cyclicals,570,7379522214000.0,2022-04-12 09:00:00,2022-12-19 15:59:00,2022-04-12 09:00:00,2022-12-19 15:00:00,2022-04-12,2022-12-19
TLKM,Telkom Indonesia (Persero) Tbk,1995-11-14,99062216600.0,Utama,Infrastructures,3720,368511445752000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
TMAS,Temas Tbk.,2003-07-09,5705150000.0,Utama,Transportation & Logistic,1970,11239145500000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2003-07-09,2022-12-19
TMPO,Tempo Intimedia Tbk.,2001-01-08,1058333250.0,Pengembangan,Consumer Cyclicals,115,121708323750.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
TNCA,Trimuda Nuansa Citra Tbk.,2018-06-28,421640000.0,Pengembangan,Transportation & Logistic,324,136611360000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-06-28,2022-12-19
TOBA,TBS Energi Utama Tbk.,2012-07-06,8049964000.0,Utama,Energy,635,5111727140000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-07-06,2022-12-19
TOOL,Rohartindo Nusantara Luas Tbk.,2022-08-09,2050000000.0,Pengembangan,Consumer Cyclicals,78,159900000000.0,2022-08-09 09:00:00,2022-12-19 15:59:00,2022-08-09 09:00:00,2022-12-19 15:00:00,2022-08-09,2022-12-19
TOPS,Totalindo Eka Persada Tbk.,2017-06-16,33330000000.0,Utama,Infrastructures,50,1666500000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-06-16,2022-12-19
TOTL,Total Bangun Persada Tbk.,2006-07-25,3410000000.0,Utama,Infrastructures,306,1043460000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2006-07-25,2022-12-19
TOTO,Surya Toto Indonesia Tbk.,1990-10-30,10320000000.0,Pengembangan,Industrials,274,2827680000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
TOWR,Sarana Menara Nusantara Tbk.,2010-03-08,51014625000.0,Utama,Infrastructures,1090,55605941250000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2010-03-08,2022-12-19
TOYS,Sunindo Adipersada Tbk.,2020-08-06,1435000297.0,Pengembangan,Consumer Cyclicals,70,100450020790.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-08-06 09:00:00,2022-12-19 15:00:00,2020-08-06,2022-12-19
TPIA,Chandra Asri Petrochemical Tbk,2008-05-26,21627886273.0,Pengembangan,Basic Materials,2430,52555763643390.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2008-05-26,2022-12-19
TPMA,Trans Power Marine Tbk.,2013-02-20,2633300000.0,Pengembangan,Energy,456,1200784800000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2013-02-20,2022-12-19
TRAM,Trada Alam Minera Tbk.,2008-09-10,49643627934.0,Utama,Energy,50,2482181396700.0,,,,,2008-09-10,2022-12-16
TRGU,Cerestar Indonesia Tbk.,2022-07-08,7945412700.0,Pengembangan,Consumer Non-Cyclicals,216,1716209143200.0,2022-07-08 09:00:00,2022-12-19 15:59:00,2022-07-08 09:00:00,2022-12-19 15:00:00,2022-07-08,2022-12-19
TRIL,Triwira Insanlestari Tbk.,2008-01-28,1200000000.0,Pengembangan,Industrials,,,,,,,,
TRIM,Trimegah Sekuritas Indonesia T,2000-01-31,7109300000.0,Utama,Financials,226,1606701800000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
TRIN,Perintis Triniti Properti Tbk.,2020-01-15,4399330905.0,Pengembangan,Properties & Real Estate,274,1205416667970.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2020-01-15,2022-12-19
TRIO,Trikomsel Oke Tbk.,2009-04-14,26007494645.0,Utama,Consumer Cyclicals,,,,,,,,
TRIS,Trisula International Tbk.,2012-06-28,3141443806.0,Pengembangan,Consumer Cyclicals,192,603157210752.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-06-28,2022-12-19
TRJA,Transkon Jaya Tbk.,2020-08-27,1510200000.0,Pengembangan,Transportation & Logistic,226,341305200000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-08-27 09:00:00,2022-12-19 15:00:00,2020-08-27,2022-12-19
TRST,Trias Sentosa Tbk.,1990-07-02,2808000000.0,Utama,Basic Materials,735,2063880000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
TRUE,Triniti Dinamik Tbk.,2021-06-10,7570888280.0,Pengembangan,Properties & Real Estate,50,378544414000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-06-10 09:00:00,2022-12-19 15:00:00,2021-06-10,2022-12-19
TRUK,Guna Timur Raya Tbk.,2018-05-23,435000000.0,Pengembangan,Transportation & Logistic,102,44370000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-05-23,2022-12-19
TRUS,Trust Finance Indonesia Tbk,2002-11-28,800000000.0,Pengembangan,Financials,372,297600000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2002-11-28,2022-12-19
TSPC,Tempo Scan Pacific Tbk.,1994-06-17,4509864300.0,Utama,Healthcare,1380,6223612734000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
TUGU,Asuransi Tugu Pratama Indonesi,2018-05-28,1777777800.0,Pengembangan,Financials,1590,2826666702000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-05-28,2022-12-19
TURI,Tunas Ridean Tbk.,1995-05-16,5580000000.0,Utama,Consumer Cyclicals,1560,8704800000000.0,2021-11-01 09:00:00,2022-05-27 15:59:00,2020-04-16 09:00:00,2022-05-27 16:00:00,2001-04-16,2022-12-16
UANG,Pakuan Tbk.,2020-07-06,1210000000.0,Pengembangan,Consumer Cyclicals,885,1070850000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-07-06 09:00:00,2022-12-19 15:00:00,2020-07-06,2022-12-19
UCID,Uni-Charm Indonesia Tbk.,2019-12-20,4156572300.0,Utama,Consumer Non-Cyclicals,1080,4489098084000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-12-20,2022-12-19
UFOE,Damai Sejahtera Abadi Tbk.,2021-02-01,2287500000.0,Utama,Consumer Cyclicals,240,549000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-02-01 09:00:00,2022-12-19 15:00:00,2021-02-01,2022-12-19
ULTJ,Ultra Jaya Milk Industry & Tra,1990-07-02,11553528000.0,Utama,Consumer Non-Cyclicals,1450,16752615600000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
UNIC,Unggul Indah Cahaya Tbk.,1989-11-06,383331363.0,Utama,Basic Materials,10100,3871646766300.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
UNIQ,Ulima Nitra Tbk.,2021-03-08,3138983000.0,Utama,Energy,60,188338980000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-03-08 09:00:00,2022-12-19 15:00:00,2021-03-08,2022-12-19
UNIT,Nusantara Inti Corpora Tbk,2002-04-18,75422200.0,Pengembangan,Consumer Cyclicals,316,23833415200.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2002-04-18,2022-12-16
UNSP,Bakrie Sumatera Plantations Tb,1990-03-06,2500162344.0,Utama,Consumer Non-Cyclicals,138,345022403472.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
UNTR,United Tractors Tbk.,1989-09-19,3730135136.0,Utama,Industrials,26850,100154128401600.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
UNVR,Unilever Indonesia Tbk.,1982-01-11,38150000000.0,Utama,Consumer Non-Cyclicals,4730,180449500000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
URBN,Urban Jakarta Propertindo Tbk.,2018-12-10,3232122640.0,Pengembangan,Properties & Real Estate,177,572085707280.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-12-10,2022-12-19
UVCR,Trimegah Karya Pratama Tbk.,2021-07-27,2000075630.0,Akselerasi,Technology,125,250009453750.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-07-27 09:00:00,2022-12-19 15:00:00,2021-07-27,2022-12-19
VICI,Victoria Care Indonesia Tbk.,2020-12-17,6708000000.0,Utama,Consumer Non-Cyclicals,454,3045432000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-12-17 09:00:00,2022-12-19 15:00:00,2020-12-17,2022-12-19
VICO,Victoria Investama Tbk.,2013-07-08,9150094680.0,Utama,Financials,167,1528065811560.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2013-07-08,2022-12-19
VINS,Victoria Insurance Tbk.,2015-09-28,1460573616.0,Pengembangan,Financials,148,216164895168.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2015-09-28,2022-12-19
VIVA,Visi Media Asia Tbk.,2011-11-21,16464270400.0,Utama,Consumer Cyclicals,50,823213520000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2011-11-21,2022-12-19
VOKS,Voksel Electric Tbk.,1990-12-20,4155602595.0,Utama,Industrials,145,602562376275.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
VRNA,Verena Multi Finance Tbk.,2008-06-25,5687353997.0,Pengembangan,Financials,112,636983647664.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2008-06-25,2022-12-19
VTNY,Venteny Fortuna International ,2022-12-15 00:00:00,6265193445.0,Pengembangan,Financials,378,2368243122210.0,2022-12-15 09:00:00,2022-12-19 15:59:00,2022-12-15 09:00:00,2022-12-19 15:00:00,2022-12-15,2022-12-19
WAPO,Wahana Pronatural Tbk.,2001-06-22,1240923111.0,Pengembangan,Consumer Non-Cyclicals,216,268039391976.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-06-22,2022-12-19
WEGE,Wijaya Karya Bangunan Gedung T,2017-11-30,9572000000.0,Utama,Infrastructures,154,1474088000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-11-30,2022-12-19
WEHA,WEHA Transportasi Indonesia Tb,2007-05-31,886411265.0,Utama,Transportation & Logistic,105,93073182825.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2007-05-31,2022-12-19
WGSH,Wira Global Solusi Tbk.,2021-12-06,1042500000.0,Akselerasi,Technology,142,148035000000.0,2021-12-06 09:00:00,2022-12-19 15:59:00,2021-12-06 09:00:00,2022-12-19 15:00:00,2021-12-06,2022-12-19
WICO,Wicaksana Overseas Internation,1994-08-08,1268950977.0,Pengembangan,Consumer Non-Cyclicals,390,494890881030.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
WIFI,Solusi Sinergi Digital Tbk.,2020-12-30,2050292287.0,Pengembangan,Consumer Cyclicals,141,289091212467.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-12-30 09:00:00,2022-12-19 15:00:00,2020-12-30,2022-12-19
WIIM,Wismilak Inti Makmur Tbk.,2012-12-18,2099873760.0,Utama,Consumer Non-Cyclicals,680,1427914156800.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-12-18,2022-12-19
WIKA,Wijaya Karya (Persero) Tbk.,2007-10-29,8969951372.0,Utama,Infrastructures,805,7220810854460.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2007-10-29,2022-12-19
WINR,Winner Nusantara Jaya Tbk.,2022-04-25,5235200000.0,Utama,Properties & Real Estate,50,261760000000.0,2022-04-25 09:00:00,2022-12-19 15:59:00,2022-04-25 09:00:00,2022-12-19 15:00:00,2022-04-25,2022-12-19
WINS,Wintermar Offshore Marine Tbk.,2010-11-29,4346087057.0,Utama,Energy,316,1373363510012.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2010-11-29,2022-12-19
WIRG,WIR ASIA Tbk.,2022-04-04,11919159000.0,Pengembangan,Technology,132,1573328988000.0,2022-04-04 09:00:00,2022-12-19 15:59:00,2022-04-04 09:00:00,2022-12-19 15:00:00,2022-04-04,2022-12-19
WMPP,Widodo Makmur Perkasa Tbk.,2021-12-06,29419000000.0,Utama,Consumer Non-Cyclicals,84,2471196000000.0,2021-12-06 09:00:00,2022-12-19 15:59:00,2021-12-06 09:00:00,2022-12-19 15:00:00,2021-12-06,2022-12-19
WMUU,Widodo Makmur Unggas Tbk.,2021-02-02,12941176500.0,Utama,Consumer Non-Cyclicals,94,1216470591000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-02-02 09:00:00,2022-12-19 15:00:00,2021-02-02,2022-12-19
WOMF,Wahana Ottomitra Multiartha Tb,2004-12-13,3481481480.0,Utama,Financials,260,905185184800.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2004-12-13,2022-12-19
WOOD,Integra Indocabinet Tbk.,2017-06-21,6362500000.0,Utama,Consumer Cyclicals,370,2354125000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-06-21,2022-12-19
WOWS,Ginting Jaya Energi Tbk.,2019-11-08,2475720000.0,Pengembangan,Energy,50,123786000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-11-08,2022-12-19
WSBP,Waskita Beton Precast Tbk.,2016-09-20,26361157534.0,Utama,Basic Materials,95,2504309965730.0,2021-11-01 09:00:00,2022-02-04 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2016-09-20,2022-12-16
WSKT,Waskita Karya (Persero) Tbk.,2012-12-19,28806807016.0,Utama,Infrastructures,360,10370450525760.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-12-19,2022-12-19
WTON,Wijaya Karya Beton Tbk.,2014-04-08,8715466600.0,Utama,Basic Materials,195,1699515987000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2014-04-08,2022-12-19
YELO,Yelooo Integra Datanet Tbk.,2018-10-29,1912774405.0,Pengembangan,Consumer Cyclicals,78,149196403590.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-10-29,2022-12-19
YPAS,Yanaprima Hastapersada Tbk,2008-03-05,668000089.0,Pengembangan,Basic Materials,635,424180056515.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2008-03-05,2022-12-19
YULE,Yulie Sekuritas Indonesia Tbk.,2004-12-10,1785000000.0,Pengembangan,Financials,2100,3748500000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2004-12-10,2022-12-19
ZATA,Bersama Zatta Jaya Tbk.,2022-11-10 00:00:00,8496000000.0,Utama,Consumer Cyclicals,131,1112976000000.0,2022-11-10 09:00:00,2022-12-19 15:59:00,2022-11-10 09:00:00,2022-12-19 15:00:00,2022-11-11,2022-12-19
ZBRA,Dosni Roha Indonesia Tbk.,1991-08-01,2510706263.0,Pengembangan,Industrials,540,1355781382020.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
ZINC,Kapuas Prima Coal Tbk.,2017-10-16,25250000000.0,Pengembangan,Basic Materials,50,1262500000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-10-16,2022-12-19
ZONE,Mega Perintis Tbk.,2018-12-12,870171478.0,Pengembangan,Consumer Cyclicals,1235,1074661775330.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-12-12,2022-12-19
ZYRX,Zyrexindo Mandiri Buana Tbk.,2021-03-30,1333333350.0,Pengembangan,Technology,388,517333339800.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-03-30 09:00:00,2022-12-19 15:00:00,2021-03-30,2022-12-19
